/Vy X,/Vy Y
1.971999999999998e-11,0.04366009963086043
1.989999999999998e-11,0.04367044851045909
2.007999999999998e-11,0.04368074277756847
2.025999999999998e-11,0.04369098331523673
2.043999999999998e-11,0.04370117098302734
2.061999999999998e-11,0.04371130661811137
2.079999999999998e-11,0.04372139103551079
2.097999999999998e-11,0.04373142502953485
2.115999999999998e-11,0.04374140937413296
2.133999999999998e-11,0.0437513448237193
2.151999999999998e-11,0.04376123211381655
2.169999999999998e-11,0.04377107196182024
2.187999999999998e-11,0.04378086506746633
2.205999999999998e-11,0.04379061211369596
2.223999999999998e-11,0.04380031376679386
2.241999999999998e-11,0.0438099706772942
2.259999999999998e-11,0.0438195834804225
2.277999999999998e-11,0.0438291527965228
2.295999999999997e-11,0.04383867923158383
2.313999999999997e-11,0.0438481633777356
2.331999999999997e-11,0.04385760581363528
2.349999999999997e-11,0.04386700710474067
2.367999999999997e-11,0.04387636780425473
2.385999999999997e-11,0.04388568845288339
2.403999999999997e-11,0.04389496957944446
2.421999999999997e-11,0.04390421170152508
2.439999999999997e-11,0.04391341532518045
2.457999999999997e-11,0.04392258094579417
2.475999999999997e-11,0.04393170904860474
2.493999999999997e-11,0.04394080010812101
2.511999999999997e-11,0.0439498545892393
2.529999999999997e-11,0.0439588729473684
2.547999999999997e-11,0.04396785562827784
2.565999999999997e-11,0.04397680306885447
2.583999999999997e-11,0.0439857156972014
2.601999999999997e-11,0.04399459393283447
2.619999999999997e-11,0.04400343818691919
2.637999999999997e-11,0.044012248862541
2.655999999999997e-11,0.04402102635479776
2.673999999999997e-11,0.04402977105137314
2.691999999999997e-11,0.04403848333230228
2.709999999999997e-11,0.04404716357031696
2.727999999999997e-11,0.04405581213129663
2.745999999999997e-11,0.04406442937427285
2.763999999999997e-11,0.04407301565117407
2.781999999999997e-11,0.04408157130768417
2.799999999999996e-11,0.04409009668332936
2.817999999999996e-11,0.04409859211128889
2.835999999999996e-11,0.04410705791830918
2.853999999999996e-11,0.04411549442602417
2.871999999999996e-11,0.04412390194957069
2.889999999999996e-11,0.0441322807988911
2.907999999999996e-11,0.04414063127841596
2.925999999999997e-11,0.04414895368735331
2.943999999999997e-11,0.04415724831938194
2.961999999999996e-11,0.04416551546365823
2.979999999999996e-11,0.04417375540376509
2.997999999999996e-11,0.04418196841876151
3.015999999999996e-11,0.04419015478330555
3.033999999999996e-11,0.04419831476667751
3.051999999999996e-11,0.04420644863428072
3.069999999999996e-11,0.04421455664725096
3.087999999999996e-11,0.04422263906181023
3.105999999999996e-11,0.04423069613026483
3.123999999999996e-11,0.04423872810107404
3.141999999999996e-11,0.04424673521850049
3.159999999999996e-11,0.04425471772270605
3.177999999999996e-11,0.04426267585027389
3.195999999999996e-11,0.04427060983406185
3.213999999999996e-11,0.04427851990292255
3.231999999999996e-11,0.04428640628258709
3.249999999999996e-11,0.04429426919514681
3.267999999999996e-11,0.04430210885896169
3.285999999999996e-11,0.04430992548919933
3.303999999999996e-11,0.04431771929811178
3.321999999999996e-11,0.04432549049422938
3.339999999999996e-11,0.04433323928325393
3.357999999999996e-11,0.0443409658675888
3.375999999999996e-11,0.04434867044670197
3.393999999999996e-11,0.04435635321721617
3.411999999999996e-11,0.0443640143727366
3.429999999999996e-11,0.04437165410432019
3.447999999999995e-11,0.04437927259950678
3.465999999999995e-11,0.04438687004395629
3.483999999999995e-11,0.04439444662021632
3.501999999999995e-11,0.04440200250840135
3.519999999999995e-11,0.04440953788607648
3.537999999999995e-11,0.04441705292792469
3.555999999999995e-11,0.04442454780668473
3.573999999999995e-11,0.04443202269249211
3.591999999999995e-11,0.04443947775282707
3.609999999999995e-11,0.04444691315336936
3.627999999999995e-11,0.04445432905719934
3.645999999999995e-11,0.04446172562513731
3.663999999999995e-11,0.04446910301603864
3.681999999999995e-11,0.04447646138653685
3.699999999999995e-11,0.0444838008908125
3.717999999999995e-11,0.04449112168153203
3.735999999999995e-11,0.04449842390896722
3.753999999999995e-11,0.04450570772152192
3.771999999999995e-11,0.04451297326563321
3.789999999999995e-11,0.0445202206857843
3.807999999999995e-11,0.04452745012459918
3.825999999999995e-11,0.04453466172292753
3.843999999999995e-11,0.04454185561972431
3.861999999999995e-11,0.04454903195207863
3.879999999999995e-11,0.04455619085548116
3.897999999999995e-11,0.0445633324637091
3.915999999999995e-11,0.04457045690868473
3.933999999999995e-11,0.04457756432076942
3.951999999999994e-11,0.04458465482864018
3.969999999999994e-11,0.04459172855944932
3.987999999999994e-11,0.04459878563895679
4.005999999999994e-11,0.04460582619084674
4.023999999999994e-11,0.04461285033765097
4.041999999999994e-11,0.04461985820066314
4.059999999999994e-11,0.04462684989898682
4.077999999999994e-11,0.04463382555087184
4.095999999999994e-11,0.04464078527309132
4.113999999999994e-11,0.04464772918072403
4.131999999999994e-11,0.04465465738754693
4.149999999999994e-11,0.0446615700063181
4.167999999999994e-11,0.04466846714821133
4.185999999999994e-11,0.04467534892294279
4.203999999999994e-11,0.04468221543924372
4.221999999999994e-11,0.04468906680443993
4.239999999999994e-11,0.04469590312469197
4.257999999999994e-11,0.04470272450464886
4.275999999999994e-11,0.04470953104822584
4.293999999999994e-11,0.0447163228577234
4.311999999999994e-11,0.04472310003462387
4.329999999999994e-11,0.04472986267886823
4.347999999999994e-11,0.04473661088977552
4.365999999999994e-11,0.04474334476496901
4.383999999999994e-11,0.04475006440155715
4.401999999999994e-11,0.04475676989510655
4.419999999999994e-11,0.04476346134047942
4.437999999999993e-11,0.04477013883110489
4.455999999999993e-11,0.0447768024598176
4.473999999999993e-11,0.0447834523180862
4.491999999999993e-11,0.04479008849664971
4.509999999999993e-11,0.04479671108489788
4.527999999999993e-11,0.04480332017178288
4.545999999999993e-11,0.04480991584488347
4.563999999999993e-11,0.04481649819081041
4.581999999999993e-11,0.04482306729567438
4.599999999999993e-11,0.04482962324424029
4.617999999999993e-11,0.04483616612071927
4.635999999999993e-11,0.04484269600810412
4.653999999999993e-11,0.04484921298866941
4.671999999999993e-11,0.04485571714389092
4.689999999999993e-11,0.04486220855450341
4.707999999999993e-11,0.04486868729992044
4.725999999999993e-11,0.0448751534593055
4.743999999999993e-11,0.04488160711073746
4.761999999999993e-11,0.04488804833146177
4.779999999999993e-11,0.04489447719802718
4.797999999999993e-11,0.04490089378618731
4.815999999999993e-11,0.04490729817090342
4.833999999999993e-11,0.04491369042641642
4.851999999999993e-11,0.04492007062644455
4.869999999999993e-11,0.04492643884340197
4.887999999999993e-11,0.04493279514942623
4.905999999999993e-11,0.04493913961586482
4.923999999999993e-11,0.04494547231336527
4.941999999999992e-11,0.04495179331170549
4.959999999999992e-11,0.04495810268040584
4.977999999999992e-11,0.04496440048779478
4.995999999999992e-11,0.04497068680179258
5.013999999999992e-11,0.04497696168976056
5.031999999999992e-11,0.0449832252182028
5.049999999999992e-11,0.04498947745308381
5.067999999999992e-11,0.04499571845958404
5.085999999999992e-11,0.04500194830267821
5.103999999999992e-11,0.04500816704626167
5.121999999999992e-11,0.04501437475391341
5.139999999999992e-11,0.04502057148840283
5.157999999999992e-11,0.0450267573122142
5.175999999999992e-11,0.04503293228691596
5.193999999999992e-11,0.04503909647363676
5.211999999999992e-11,0.0450452499330187
5.229999999999992e-11,0.0450513927250735
5.247999999999992e-11,0.04505752490918734
5.265999999999992e-11,0.04506364654432937
5.283999999999992e-11,0.04506975768883409
5.301999999999992e-11,0.04507585840050097
5.319999999999992e-11,0.04508194873676499
5.337999999999992e-11,0.04508802875444651
5.355999999999992e-11,0.04509409850960068
5.373999999999992e-11,0.04510015805821545
5.391999999999992e-11,0.04510620745559048
5.409999999999992e-11,0.04511224675646096
5.427999999999991e-11,0.04511827601501161
5.445999999999991e-11,0.0451242952852675
5.463999999999991e-11,0.04513030462038446
5.481999999999991e-11,0.04513630407338885
5.499999999999991e-11,0.0451422936966827
5.517999999999991e-11,0.04514827354201648
5.535999999999991e-11,0.04515424366113339
5.553999999999991e-11,0.04516020410510894
5.571999999999991e-11,0.04516615492428251
5.589999999999991e-11,0.0451720961691425
5.607999999999991e-11,0.04517802788938895
5.625999999999991e-11,0.04518395013423086
5.643999999999991e-11,0.04518986295253329
5.661999999999991e-11,0.04519576639298149
5.679999999999991e-11,0.04520166050349206
5.697999999999991e-11,0.04520754533180051
5.715999999999991e-11,0.04521342092513813
5.733999999999991e-11,0.04521928733054355
5.751999999999991e-11,0.04522514459435995
5.769999999999991e-11,0.04523099276266617
5.787999999999991e-11,0.04523683188109268
5.805999999999991e-11,0.04524266199538912
5.823999999999991e-11,0.04524848314999958
5.841999999999991e-11,0.04525429538973545
5.859999999999992e-11,0.0452600987590205
5.877999999999993e-11,0.0452658933014123
5.895999999999993e-11,0.04527167906074182
5.913999999999994e-11,0.04527745607986934
5.931999999999994e-11,0.04528322440168587
5.949999999999995e-11,0.04528898406863128
5.967999999999996e-11,0.04529473512307151
5.985999999999996e-11,0.0453004776065085
6.003999999999997e-11,0.04530621156052221
6.021999999999997e-11,0.04531193702623527
6.039999999999998e-11,0.04531765404444791
6.057999999999999e-11,0.04532336265546467
6.075999999999999e-11,0.04532906289985941
6.094e-11,0.04533475481700374
6.112e-11,0.04534043844664271
6.130000000000001e-11,0.04534611382812465
6.148000000000002e-11,0.04535178100013242
6.166000000000002e-11,0.0453574400013659
6.184000000000003e-11,0.04536309087009761
6.202000000000004e-11,0.04536873364446099
6.220000000000004e-11,0.04537436836205125
6.238000000000005e-11,0.04537999506033744
6.256000000000005e-11,0.0453856137765157
6.274000000000006e-11,0.04539122454765732
6.292000000000007e-11,0.0453968274098145
6.310000000000007e-11,0.04540242239986867
6.328000000000008e-11,0.045408009553481
6.346000000000008e-11,0.04541358890660108
6.364000000000009e-11,0.04541916049461117
6.38200000000001e-11,0.04542472435283055
6.40000000000001e-11,0.04543028051615963
6.418000000000011e-11,0.04543582901939532
6.436000000000011e-11,0.04544136989688063
6.454000000000012e-11,0.04544690318293192
6.472000000000013e-11,0.04545242891138816
6.490000000000013e-11,0.04545794711611022
6.508000000000014e-11,0.045463457830227
6.526000000000014e-11,0.04546896108738861
6.544000000000015e-11,0.04547445692008703
6.562000000000016e-11,0.04547994536140412
6.580000000000016e-11,0.04548542644367745
6.598000000000017e-11,0.04549090019909013
6.616000000000018e-11,0.04549636665978949
6.634000000000018e-11,0.04550182585748692
6.652000000000019e-11,0.04550727782389892
6.670000000000019e-11,0.04551272259000056
6.68800000000002e-11,0.04551816018727597
6.706000000000021e-11,0.04552359064657317
6.724000000000021e-11,0.04552901399835771
6.742000000000022e-11,0.04553443027317285
6.760000000000022e-11,0.04553983950127316
6.778000000000023e-11,0.04554524171273017
6.796000000000024e-11,0.04555063693737572
6.814000000000024e-11,0.04555602520473614
6.832000000000025e-11,0.04556140654425192
6.850000000000025e-11,0.04556678098522337
6.868000000000026e-11,0.0455721485563227
6.886000000000027e-11,0.04557750928679852
6.904000000000027e-11,0.04558286320490783
6.922000000000028e-11,0.04558821033924915
6.940000000000029e-11,0.04559355071793098
6.958000000000029e-11,0.0455988843689166
6.97600000000003e-11,0.04560421132015208
6.99400000000003e-11,0.04560953159928042
7.012000000000031e-11,0.04561484523372649
7.030000000000032e-11,0.04562015225057285
7.048000000000032e-11,0.04562545267715563
7.066000000000033e-11,0.04563074654022993
7.084000000000033e-11,0.04563603386658623
7.102000000000034e-11,0.04564131468264172
7.120000000000035e-11,0.04564658901502306
7.138000000000035e-11,0.04565185688953805
7.156000000000036e-11,0.04565711833255463
7.174000000000036e-11,0.0456623733696243
7.192000000000037e-11,0.04566762202659413
7.210000000000038e-11,0.04567286432889454
7.228000000000038e-11,0.04567810030186143
7.246000000000039e-11,0.0456833299707157
7.264000000000039e-11,0.04568855336034358
7.28200000000004e-11,0.04569377049579775
7.300000000000041e-11,0.0456989814015135
7.318000000000041e-11,0.04570418610231387
7.336000000000042e-11,0.04570938462217309
7.354000000000043e-11,0.0457145769855286
7.372000000000043e-11,0.04571976321638488
7.390000000000044e-11,0.04572494333862895
7.408000000000044e-11,0.04573011737602212
7.426000000000045e-11,0.04573528535211079
7.444000000000046e-11,0.04574044729033129
7.462000000000046e-11,0.04574560321415592
7.480000000000047e-11,0.04575075314647141
7.498000000000047e-11,0.04575589711039909
7.516000000000048e-11,0.0457610351288
7.534000000000049e-11,0.04576616722433827
7.552000000000049e-11,0.04577129341953635
7.57000000000005e-11,0.04577641373690374
7.58800000000005e-11,0.04578152819878086
7.606000000000051e-11,0.04578663682713622
7.624000000000052e-11,0.04579173964405116
7.642000000000052e-11,0.0457968366713677
7.660000000000053e-11,0.04580192793107386
7.678000000000054e-11,0.04580701344452373
7.696000000000054e-11,0.0458120932330848
7.714000000000055e-11,0.04581716731828324
7.732000000000055e-11,0.04582223572130382
7.750000000000056e-11,0.04582729846328146
7.768000000000057e-11,0.0458323555649411
7.786000000000057e-11,0.04583740704749456
7.804000000000058e-11,0.04584245293115344
7.822000000000058e-11,0.04584749323687686
7.840000000000059e-11,0.04585252798494564
7.85800000000006e-11,0.04585755719574662
7.87600000000006e-11,0.04586258088927891
7.894000000000061e-11,0.04586759908595304
7.912000000000061e-11,0.04587261180542816
7.930000000000062e-11,0.04587761906779891
7.948000000000063e-11,0.0458826208927018
7.966000000000063e-11,0.04588761729972156
7.984000000000064e-11,0.04589260830822935
8.002000000000064e-11,0.0458975939378129
8.020000000000065e-11,0.04590257420749336
8.038000000000066e-11,0.04590754913681348
8.056000000000066e-11,0.0459125187444137
8.074000000000067e-11,0.04591748304938324
8.092000000000068e-11,0.0459224420705248
8.110000000000068e-11,0.0459273958265753
8.128000000000069e-11,0.04593234433600151
8.146000000000069e-11,0.04593728761744562
8.16400000000007e-11,0.04594222568929654
8.182000000000071e-11,0.04594715856966314
8.200000000000071e-11,0.04595208627690544
8.218000000000072e-11,0.04595700882898111
8.236000000000072e-11,0.04596192624384255
8.254000000000073e-11,0.04596683853942485
8.272000000000074e-11,0.04597174573343835
8.290000000000074e-11,0.04597664784360321
8.308000000000075e-11,0.04598154488724688
8.326000000000075e-11,0.04598643688214144
8.344000000000076e-11,0.04599132384551054
8.362000000000077e-11,0.0459962057946328
8.380000000000077e-11,0.04600108274655473
8.398000000000078e-11,0.04600595471855067
8.416000000000079e-11,0.04601082172741094
8.434000000000079e-11,0.04601568379007704
8.45200000000008e-11,0.04602054092340476
8.47000000000008e-11,0.04602539314403525
8.488000000000081e-11,0.04603024046849166
8.506000000000082e-11,0.04603508291327895
8.524000000000082e-11,0.04603992049486735
8.542000000000083e-11,0.04604475322961728
8.560000000000083e-11,0.04604958113391045
8.578000000000084e-11,0.04605440422344342
8.596000000000085e-11,0.0460592225146596
8.614000000000085e-11,0.0460640360234435
8.632000000000086e-11,0.04606884476555026
8.650000000000086e-11,0.04607364875686371
8.668000000000087e-11,0.04607844801317695
8.686000000000088e-11,0.04608324254995716
8.704000000000088e-11,0.04608803238286485
8.722000000000089e-11,0.04609281752724001
8.74000000000009e-11,0.04609759799851391
8.75800000000009e-11,0.04610237381210347
8.776000000000091e-11,0.04610714498297382
8.794000000000091e-11,0.04611191152631126
8.812000000000092e-11,0.04611667345736084
8.830000000000093e-11,0.04612143079076456
8.848000000000093e-11,0.04612618354190511
8.866000000000094e-11,0.0461309317249636
8.884000000000094e-11,0.04613567535516178
8.902000000000095e-11,0.0461404144467816
8.920000000000096e-11,0.04614514901468298
8.938000000000096e-11,0.04614987907329075
8.956000000000097e-11,0.04615460463701065
8.974000000000097e-11,0.04615932572010421
8.992000000000098e-11,0.04616404233682934
9.010000000000099e-11,0.04616875450157113
9.028000000000099e-11,0.04617346222834403
9.0460000000001e-11,0.0461781655311639
9.0640000000001e-11,0.04618286442390819
9.082000000000101e-11,0.04618755892074389
9.100000000000102e-11,0.04619224903526296
9.118000000000102e-11,0.04619693478133555
9.136000000000103e-11,0.04620161617270563
9.154000000000104e-11,0.04620629322288727
9.172000000000104e-11,0.04621096594542956
9.190000000000105e-11,0.04621563435381032
9.208000000000105e-11,0.04622029846156608
9.226000000000106e-11,0.04622495828184634
9.244000000000107e-11,0.04622961382795097
9.262000000000107e-11,0.04623426511334008
9.280000000000108e-11,0.0462389121508503
9.298000000000108e-11,0.04624355495371776
9.316000000000109e-11,0.04624819353490292
9.33400000000011e-11,0.04625282790730645
9.35200000000011e-11,0.04625745808395365
9.370000000000111e-11,0.04626208407741408
9.388000000000111e-11,0.04626670590066059
9.406000000000112e-11,0.04627132356623266
9.424000000000113e-11,0.04627593708691433
9.442000000000113e-11,0.0462805464749738
9.460000000000114e-11,0.04628515174322469
9.478000000000115e-11,0.04628975290401457
9.496000000000115e-11,0.04629434996962696
9.514000000000116e-11,0.04629894295243576
9.532000000000116e-11,0.04630353186453534
9.550000000000117e-11,0.04630811671838778
9.568000000000118e-11,0.04631269752599861
9.586000000000118e-11,0.0463172742993718
9.604000000000119e-11,0.04632184705062381
9.622000000000119e-11,0.04632641579167228
9.64000000000012e-11,0.04633098053442963
9.658000000000121e-11,0.04633554129065465
9.676000000000121e-11,0.04634009807218246
9.694000000000122e-11,0.04634465089078436
9.712000000000122e-11,0.04634919975814834
9.730000000000123e-11,0.04635374468573005
9.748000000000124e-11,0.04635828568508205
9.766000000000124e-11,0.04636282276789079
9.784000000000125e-11,0.04636735594560799
9.802000000000125e-11,0.04637188522933473
9.820000000000126e-11,0.04637641063067045
9.838000000000127e-11,0.04638093216086683
9.856000000000127e-11,0.04638544983106922
9.874000000000128e-11,0.04638996365246651
9.892000000000129e-11,0.04639447363619648
9.910000000000129e-11,0.04639897979335778
9.92800000000013e-11,0.0464034821348637
9.94600000000013e-11,0.04640798067180147
9.964000000000131e-11,0.0464124754151428
9.982000000000132e-11,0.04641696637550566
1e-10,0.04642145356386577
