/I34/D (Vout=0.7) X,/I34/D (Vout=0.7) Y
0,2.192210765672423e-13
0.0036,2.193073658850235e-13
0.0072,2.193899835191055e-13
0.0108,2.194680469385266e-13
0.0144,2.195418911915292e-13
0.018,2.196118233443459e-13
0.0216,2.196781251708323e-13
0.0252,2.197410565504848e-13
0.0288,2.198008598335273e-13
0.0324,2.198577654609265e-13
0.036,2.199119992851682e-13
0.0396,2.199637917865187e-13
0.0432,2.200133889624942e-13
0.04679999999999999,2.200610637287508e-13
0.05039999999999999,2.201071254154976e-13
0.05399999999999999,2.201519241561945e-13
0.05759999999999999,2.201958473334793e-13
0.06119999999999999,2.202393077573753e-13
0.0648,2.20282726696679e-13
0.0684,2.203265168546705e-13
0.07200000000000001,2.203710700999448e-13
0.07560000000000001,2.204167529026279e-13
0.07920000000000002,2.204639076016118e-13
0.08280000000000003,2.205128579875653e-13
0.08640000000000003,2.205639160656402e-13
0.09000000000000004,2.206173921865328e-13
0.09360000000000004,2.20673602692826e-13
0.09720000000000005,2.207328763879947e-13
0.1008000000000001,2.207955604262357e-13
0.1044000000000001,2.208620249042451e-13
0.1080000000000001,2.209326662629077e-13
0.1116000000000001,2.210079092419638e-13
0.1152000000000001,2.210882075277998e-13
0.1188000000000001,2.211740427313572e-13
0.1224000000000001,2.21265920895452e-13
0.1260000000000001,2.213643673796269e-13
0.1296000000000001,2.21469919918332e-13
0.1332000000000001,2.215831200929664e-13
0.1368000000000001,2.217045055583725e-13
0.1404000000000001,2.218346005264616e-13
0.144,2.219739100721042e-13
0.1476,2.221229154917754e-13
0.1512,2.222820728111736e-13
0.1548,2.224518142363669e-13
0.1584,2.226325525175705e-13
0.162,2.228246820110324e-13
0.1656,2.230285942867921e-13
0.1692,2.23244676006784e-13
0.1728,2.234733204018926e-13
0.1764,2.237149329074769e-13
0.18,2.239699368629391e-13
0.1836,2.242387785265773e-13
0.1871999999999999,2.245219313703559e-13
0.1907999999999999,2.248198996731212e-13
0.1943999999999999,2.251332219039003e-13
0.1979999999999999,2.254624739928861e-13
0.2015999999999999,2.258082721019683e-13
0.2051999999999999,2.261712754589293e-13
0.2087999999999999,2.265521894622889e-13
0.2123999999999999,2.269517689398937e-13
0.2159999999999999,2.273708215630601e-13
0.2195999999999999,2.278102114810989e-13
0.2231999999999999,2.282708631448205e-13
0.2267999999999999,2.287537652352817e-13
0.2303999999999999,2.292599748684144e-13
0.2339999999999998,2.297906218484699e-13
0.2375999999999998,2.303469131307108e-13
0.2411999999999998,2.309301374531453e-13
0.2447999999999998,2.31541670020666e-13
0.2483999999999998,2.321829773885385e-13
0.2519999999999998,2.328556224763312e-13
0.2555999999999998,2.335612696441633e-13
0.2591999999999998,2.343016898788569e-13
0.2627999999999998,2.35078766064796e-13
0.2663999999999998,2.358944984273916e-13
0.2699999999999998,2.367510132745362e-13
0.2735999999999998,2.376505651906311e-13
0.2771999999999998,2.385955406369554e-13
0.2807999999999998,2.395884653255985e-13
