/I34/D (Vout=1.8) X,/I34/D (Vout=1.8) Y
0,5.84169357695111e-13
0.0036,5.842153407642164e-13
0.0072,5.842587594210218e-13
0.0108,5.842998026411889e-13
0.0144,5.843386436208828e-13
0.018,5.843754412783438e-13
0.0216,5.844103416042355e-13
0.0252,5.844434793969463e-13
0.0288,5.844749805056763e-13
0.0324,5.845049647654759e-13
0.036,5.845335498167368e-13
0.0396,5.84560855947971e-13
0.0432,5.84587011823314e-13
0.04679999999999999,5.846121604955396e-13
0.05039999999999999,5.846364644159852e-13
0.05399999999999999,5.846601077633693e-13
0.05759999999999999,5.846832945787286e-13
0.06119999999999999,5.847062425297055e-13
0.0648,5.847291739625751e-13
0.0684,5.847523069039497e-13
0.07200000000000001,5.847758485768439e-13
0.07560000000000001,5.847999929790167e-13
0.07920000000000002,5.848249215505192e-13
0.08280000000000003,5.848508061112754e-13
0.08640000000000003,5.848778124693373e-13
0.09000000000000004,5.849061057556093e-13
0.09360000000000004,5.849358545102198e-13
0.09720000000000005,5.849672341388529e-13
0.1008000000000001,5.850004300508811e-13
0.1044000000000001,5.850356401455914e-13
0.1080000000000001,5.85073076695721e-13
0.1116000000000001,5.851129674095431e-13
0.1152000000000001,5.851555558962694e-13
0.1188000000000001,5.852011011800495e-13
0.1224000000000001,5.852498759764209e-13
0.1260000000000001,5.853021640742538e-13
0.1296000000000001,5.853582567412373e-13
0.1332000000000001,5.854184483500273e-13
0.1368000000000001,5.854830322976949e-13
0.1404000000000001,5.855522961056335e-13
0.144,5.856265184292922e-13
0.1476,5.85705966700778e-13
0.1512,5.857908963873722e-13
0.1548,5.858815518393224e-13
0.1584,5.859781686842567e-13
0.162,5.860809744493404e-13
0.1656,5.861901970181255e-13
0.1692,5.863060635578076e-13
0.1728,5.864288068252871e-13
0.1764,5.865586682832795e-13
0.18,5.866959013701692e-13
0.1836,5.868407743813861e-13
0.1871999999999999,5.869935729905501e-13
0.1907999999999999,5.871546024711697e-13
0.1943999999999999,5.873241898010195e-13
0.1979999999999999,5.875026857554361e-13
0.2015999999999999,5.876904667692582e-13
0.2051999999999999,5.878879368783912e-13
0.2087999999999999,5.880955298690257e-13
0.2123999999999999,5.883137115184488e-13
0.2159999999999999,5.885429820420704e-13
0.2195999999999999,5.887838786658147e-13
0.2231999999999999,5.890369784003764e-13
0.2267999999999999,5.893029009595613e-13
0.2303999999999999,5.895823118945018e-13
0.2339999999999998,5.898759258623435e-13
0.2375999999999998,5.901845101005802e-13
0.2411999999999998,5.905088881312916e-13
0.2447999999999998,5.908499435764915e-13
0.2483999999999998,5.912086242696603e-13
0.2519999999999998,5.915859465358394e-13
0.2555999999999998,5.919829996888404e-13
0.2591999999999998,5.92400950745312e-13
0.2627999999999998,5.92841049407385e-13
0.2663999999999998,5.933046332603538e-13
0.2699999999999998,5.937931351397339e-13
0.2735999999999998,5.943080869713288e-13
0.2771999999999998,5.948511246159182e-13
0.2807999999999998,5.954239951414065e-13
0.2843999999999998,5.960285631927673e-13
0.2879999999999998,5.966668175478365e-13
0.2915999999999997,5.97340877733912e-13
0.2951999999999997,5.9805300062017e-13
0.2987999999999997,5.988055880183034e-13
0.3023999999999997,5.996011883217118e-13
0.3059999999999997,6.004424910444717e-13
0.3095999999999997,6.013323558852703e-13
0.3131999999999997,6.022738030897131e-13
0.3167999999999997,6.03270013484537e-13
0.3203999999999997,6.043243271672743e-13
0.3239999999999997,6.05440240085811e-13
0.3275999999999997,6.06621386205185e-13
0.3311999999999997,6.078715541706771e-13
0.3347999999999997,6.091946945607703e-13
0.3383999999999996,6.10594927074363e-13
0.3419999999999996,6.120765408567383e-13
0.3455999999999996,6.136440157221682e-13
0.3491999999999996,6.153020481632417e-13
0.3527999999999996,6.170555780227604e-13
0.3563999999999996,6.189098421567449e-13
0.3599999999999996,6.208703637129172e-13
0.3635999999999996,6.229429581639536e-13
0.3671999999999996,6.2513381971816e-13
0.3707999999999996,6.274495303741797e-13
0.3743999999999996,6.298970914630992e-13
0.3779999999999996,6.324839580883519e-13
0.3815999999999996,6.352180745313265e-13
0.3851999999999995,6.381079103049285e-13
