/I34/D X,/I34/D Y
0,1.154537728189402e-12
0.01,1.154625100494592e-12
0.02,1.154712191538261e-12
0.03,1.154799287684641e-12
0.04,1.154886388967218e-12
0.05,1.154973495363691e-12
0.06,1.155060606887409e-12
0.07000000000000001,1.155147723519076e-12
0.08,1.155234845281313e-12
0.09,1.155321972146054e-12
0.09999999999999999,1.155409104115034e-12
0.11,1.155496241201348e-12
0.12,1.155583383377097e-12
0.13,1.155670530659303e-12
0.14,1.155757683028564e-12
0.15,1.155844840505858e-12
0.16,1.155932003070535e-12
0.17,1.156019170725603e-12
0.18,1.15610634345832e-12
0.19,1.156193521264196e-12
0.2,1.156280704151152e-12
0.21,1.156367892120433e-12
0.2200000000000001,1.156455085158398e-12
0.2300000000000001,1.15654228325277e-12
0.2400000000000001,1.156629486422043e-12
0.2500000000000001,1.156716694655981e-12
0.2600000000000001,1.156803907945888e-12
0.2700000000000001,1.156891126295317e-12
0.2800000000000001,1.1569783496877e-12
0.2900000000000001,1.157065578145535e-12
0.3000000000000001,1.157152811635876e-12
0.3100000000000001,1.157240050172824e-12
0.3200000000000001,1.157327293759738e-12
0.3300000000000001,1.157414542366202e-12
0.3400000000000001,1.157501796014687e-12
0.3500000000000001,1.157589054696181e-12
0.3600000000000002,1.157676318395319e-12
0.3700000000000002,1.157763587123828e-12
0.3800000000000002,1.157850860879371e-12
0.3900000000000002,1.157938139642384e-12
0.4000000000000002,1.158025423428744e-12
0.4100000000000002,1.15811271221197e-12
0.4200000000000002,1.158200006008069e-12
0.4300000000000002,1.158287304811639e-12
0.4400000000000002,1.158374608622566e-12
0.4500000000000002,1.158461917416529e-12
0.4600000000000002,1.158549231213975e-12
0.4700000000000003,1.158636550002175e-12
0.4800000000000003,1.158723873777672e-12
0.4900000000000003,1.158811202536276e-12
0.5000000000000002,1.158898536271815e-12
0.5100000000000002,1.158985874989329e-12
0.5200000000000002,1.159073218689067e-12
0.5300000000000002,1.159160567347915e-12
0.5400000000000003,1.159247920981008e-12
0.5500000000000003,1.159335279566392e-12
0.5600000000000003,1.159422643120143e-12
0.5700000000000003,1.159510011622136e-12
0.5800000000000003,1.159597385097218e-12
0.5900000000000003,1.159684763519548e-12
0.6000000000000003,1.159772146877155e-12
0.6100000000000003,1.159859535183996e-12
0.6200000000000003,1.159946928422321e-12
0.6300000000000003,1.16003432660408e-12
0.6400000000000003,1.160121729722076e-12
0.6500000000000004,1.160209137783875e-12
0.6600000000000004,1.160296550751067e-12
0.6700000000000004,1.160383968631937e-12
0.6800000000000004,1.160471391451604e-12
0.6900000000000004,1.160558819181314e-12
0.7000000000000004,1.160646251826489e-12
0.7100000000000004,1.160733689380288e-12
0.7200000000000004,1.160821131847092e-12
0.7300000000000004,1.160908579187839e-12
0.7400000000000004,1.16099603144614e-12
0.7500000000000004,1.161083488597019e-12
0.7600000000000005,1.161170950637785e-12
0.7700000000000005,1.161258417563467e-12
0.7800000000000005,1.161345889377415e-12
0.7900000000000005,1.161433366066105e-12
0.8000000000000005,1.161520847631336e-12
0.8100000000000005,1.161608334076669e-12
0.8200000000000005,1.161695825390587e-12
0.8300000000000005,1.161783321566023e-12
0.8400000000000005,1.161870822604859e-12
0.8500000000000005,1.161958328502013e-12
0.8600000000000005,1.162045839257594e-12
0.8700000000000006,1.162133354857422e-12
0.8800000000000006,1.162220875298535e-12
0.8900000000000006,1.162308400588406e-12
0.9000000000000006,1.16239593073269e-12
0.9100000000000006,1.162483465696397e-12
0.9200000000000006,1.162571005494967e-12
0.9300000000000006,1.162658550132904e-12
0.9400000000000006,1.162746099594254e-12
0.9500000000000006,1.162833653868613e-12
0.9600000000000006,1.162921212964788e-12
0.9700000000000006,1.163008776874804e-12
0.9800000000000006,1.163096345591186e-12
0.9900000000000007,1.163183919109862e-12
1.000000000000001,1.163271497437097e-12
1.010000000000001,1.163359080570708e-12
1.020000000000001,1.163446668491816e-12
1.030000000000001,1.163534261197096e-12
1.040000000000001,1.16362185870472e-12
1.050000000000001,1.163709460982974e-12
1.060000000000001,1.163797068053642e-12
1.070000000000001,1.163884679891001e-12
1.080000000000001,1.163972296501837e-12
1.090000000000001,1.164059917876276e-12
1.100000000000001,1.164147544009095e-12
1.110000000000001,1.164235174916243e-12
1.120000000000001,1.164322810566426e-12
1.130000000000001,1.164410450987494e-12
1.140000000000001,1.164498096156141e-12
1.150000000000001,1.164585746044717e-12
1.160000000000001,1.164673400694018e-12
1.170000000000001,1.164761060071946e-12
1.180000000000001,1.164848724183258e-12
1.190000000000001,1.164936393037679e-12
1.200000000000001,1.165024066598871e-12
1.210000000000001,1.165111744893568e-12
1.220000000000001,1.165199427890993e-12
1.230000000000001,1.165287115612381e-12
1.240000000000001,1.165374808033879e-12
1.250000000000001,1.16546250517061e-12
1.260000000000001,1.165550207010669e-12
1.270000000000001,1.165637913537231e-12
1.280000000000001,1.165725624765135e-12
1.290000000000001,1.165813340663694e-12
1.300000000000001,1.165901061266031e-12
1.310000000000001,1.165988786532411e-12
1.320000000000001,1.166076516499882e-12
1.330000000000001,1.16616425110882e-12
1.340000000000001,1.166251990405119e-12
1.350000000000001,1.166339734357392e-12
1.360000000000001,1.166427482984676e-12
1.370000000000001,1.166515236253562e-12
1.380000000000001,1.166602994174019e-12
1.390000000000001,1.166690756761543e-12
1.400000000000001,1.166778523967291e-12
1.410000000000001,1.166866295824573e-12
1.420000000000001,1.166954072308418e-12
1.430000000000001,1.167041853429567e-12
1.440000000000001,1.167129639168822e-12
1.450000000000001,1.167217429543015e-12
